Note,Score_duration,Time-Signature,Voice,Movement,Measure,Repeated
C♯5,0.5,3/4,x,1,26,0
E♯5,0.5,3/4,x,1,26,0
G♯5,0.5,3/4,x,1,26,0
D5,0.5,3/4,x,1,26,0
C♯5,0.5,3/4,x,1,26,0
B4,0.5,3/4,x,1,26,0
A♯4,0.5,3/4,x,1,27,0
C♯5,0.5,3/4,x,1,27,0
E5,0.5,3/4,x,1,27,0
G5,0.5,3/4,x,1,27,0
F♯5,0.5,3/4,x,1,27,0
E5,0.5,3/4,x,1,27,0
D5,0.5,3/4,x,1,28,0
B4,0.5,3/4,x,1,28,0
E5,0.5,3/4,x,1,28,0
G4,0.5,3/4,B,1,28,0
F♯5,0.5,3/4,x,1,28,0
D4,0.5,3/4,B,1,28,0
G5,0.5,3/4,x,1,29,0
E4,0.5,3/4,B,1,29,0
F♯4,0.5,3/4,B,1,29,0
D5,0.5,3/4,x,1,29,0
C♯5,0.5,3/4,x,1,29,0
A♯5,0.5,3/4,x,1,29,0
B4,1.0,3/4,x,1,30,0
0,0.5,3/4,.,1,30,0
C♯5,0.5,3/4,x,1,30,0
D5,0.5,3/4,x,1,30,0
C♯5,0.5,3/4,x,1,30,0
B♯4,0.5,3/4,x,1,31,0
D♯5,0.5,3/4,x,1,31,0
F♯5,0.5,3/4,x,1,31,0
A5,0.5,3/4,x,1,31,0
G♯5,0.5,3/4,x,1,31,0
F♯5,0.5,3/4,x,1,31,0
E5,0.5,3/4,u,1,32,0
C♯5,0.5,3/4,b,1,32,0
F♯5,0.5,3/4,u,1,32,0
A4,0.5,3/4,b,1,32,0
G♯5,0.5,3/4,u,1,32,0
E4,0.5,3/4,B,1,32,0
A5,0.5,3/4,u,1,33,0
F♯4,0.5,3/4,B,1,33,0
G♯4,0.5,3/4,B,1,33,0
E5,0.5,3/4,m,1,33,0
D♯5,0.5,3/4,m,1,33,0
A5,0.5,3/4,u,1,33,0
G♯5,0.5,3/4,u,1,34,0
F♯4,0.5,3/4,B,1,34,0
E4,0.5,3/4,B,1,34,0
B♯4,0.5,3/4,t,1,34,0
C♯5,0.5,3/4,m,1,34,0
G♯5,0.5,3/4,u,1,34,0
A5,0.5,3/4,u,1,35,0
F♯4,0.5,3/4,B,1,35,0
G♯4,0.5,3/4,B,1,35,0
E5,0.5,3/4,m,1,35,0
D♯5,0.5,3/4,m,1,35,0
A5,0.5,3/4,u,1,35,0
G♯5,0.5,3/4,u,1,36,0
F♯4,0.5,3/4,B,1,36,0
E4,0.5,3/4,B,1,36,0
B♯4,0.5,3/4,t,1,36,0
C♯5,0.5,3/4,m,1,36,0
G♯5,0.5,3/4,u,1,36,0
A5,0.5,3/4,u,1,37,0
F♯5,0.5,3/4,m,1,37,0
B♯5,0.5,3/4,u,1,37,0
G♯5,0.5,3/4,m,1,37,0
C♯6,0.5,3/4,u,1,37,0
E5,0.5,3/4,m,1,37,0
D♯6,0.5,3/4,u,1,38,0
B♯4,0.5,3/4,x,1,38,0
C♯5,0.5,3/4,x,1,38,0
D♯5,0.5,3/4,x,1,38,0
G♯4,0.5,3/4,B,1,38,0
G♯5,0.5,3/4,x,1,38,0
E5,0.5,3/4,x,1,39,0
C♯5,0.5,3/4,x,1,39,0
F♯4,0.5,3/4,B,1,39,0
F♯5,0.5,3/4,x,1,39,0
G♯4,0.5,3/4,B,1,39,0
D♯5,0.5,3/4,x,1,39,0
C♯5,0.25,3/4,x,1,40,0
B♯4,0.25,3/4,x,1,40,0
C♯5,0.5,3/4,x,1,40,0
0,0.5,3/4,.,1,40,0
E5,0.5,3/4,x,1,40,0
G♯4,0.5,3/4,x,1,40,0
B4,0.5,3/4,x,1,40,0
A♯4,0.5,3/4,B,1,41,0
C♯5,0.5,3/4,B,1,41,0
F♯4,0.5,3/4,B,1,41,0
G5,0.5,3/4,m,1,41,0
F♯5,0.5,3/4,m,1,41,0
C♯6,0.5,3/4,u,1,41,0
D6,0.5,3/4,u,1,42,0
A♯5,0.5,3/4,m,1,42,0
B5,0.5,3/4,m,1,42,0
B4,0.5,3/4,B,1,42,0
F♯4,0.5,3/4,B,1,42,0
A4,0.5,3/4,B,1,42,0
G♯4,0.5,3/4,B,1,43,0
B4,0.5,3/4,B,1,43,0
E4,0.5,3/4,B,1,43,0
F♯5,0.5,3/4,m,1,43,0
E5,0.5,3/4,m,1,43,0
D6,0.5,3/4,u,1,43,0
C♯6,0.5,3/4,u,1,44,0
G♯5,0.5,3/4,m,1,44,0
A5,0.5,3/4,m,1,44,0
A4,0.5,3/4,B,1,44,0
C♯5,0.5,3/4,B,1,44,0
A4,0.5,3/4,B,1,44,0
B4,0.5,3/4,B,1,45,0
A5,0.5,3/4,x,1,45,0
G♯5,0.5,3/4,x,1,45,0
E♯5,0.5,3/4,x,1,45,0
F♯5,0.5,3/4,x,1,45,0
G♯5,0.5,3/4,x,1,45,0
E♯5,2.0,3/4,x,1,46,0
0,0.5,3/4,.,1,46,0
F♯5,0.5,3/4,x,1,46,0
F♯5,1.5,3/4,x,1,47,0
C♯5,0.5,3/4,x,1,47,0
A4,0.5,3/4,x,1,47,0
C♯5,0.5,3/4,x,1,47,0
F♯4,0.5,3/4,x,1,48,0
A4,0.5,3/4,x,1,48,0
C♯5,0.5,3/4,x,1,48,0
F♯5,0.5,3/4,x,1,48,0
A5,0.5,3/4,x,1,48,0
F♯5,0.5,3/4,x,1,48,0
B4,0.5,3/4,x,1,49,0
D5,0.5,3/4,x,1,49,0
F♯5,0.5,3/4,x,1,49,0
B5,0.5,3/4,x,1,49,0
D6,0.5,3/4,x,1,49,0
B5,0.5,3/4,x,1,49,0
E♯4,0.5,3/4,x,1,50,0
G♯4,0.5,3/4,x,1,50,0
C♯5,0.5,3/4,x,1,50,0
E♯5,0.5,3/4,x,1,50,0
G♯5,0.5,3/4,x,1,50,0
B4,0.5,3/4,x,1,50,0
A4,0.5,3/4,x,1,51,0
F♯5,0.5,3/4,x,1,51,0
G♯4,0.5,3/4,x,1,51,0
F♯5,0.5,3/4,x,1,51,0
C♯5,0.5,3/4,x,1,51,0
E♯5,0.5,3/4,x,1,51,0
D4,0.5,3/4,B,1,52,0
E♯5,0.5,3/4,x,1,52,0
F♯5,0.5,3/4,x,1,52,0
C♯5,0.5,3/4,x,1,52,0
D5,0.5,3/4,x,1,52,0
A♯4,0.5,3/4,x,1,52,0
B4,0.5,3/4,B,1,53,0
A♯5,0.5,3/4,x,1,53,0
B5,0.5,3/4,x,1,53,0
G♯5,0.5,3/4,x,1,53,0
A5,0.5,3/4,x,1,53,0
F♯5,0.5,3/4,x,1,53,0
C♯5,0.5,3/4,x,1,54,0
B♯5,0.5,3/4,x,1,54,0
C♯6,0.5,3/4,x,1,54,0
D6,0.5,3/4,x,1,54,0
E♯5,0.5,3/4,x,1,54,0
C♯6,0.5,3/4,x,1,54,0
A5,0.5,3/4,x,1,55,0
F♯5,0.5,3/4,x,1,55,0
C♯5,0.5,3/4,x,1,55,0
F♯5,0.5,3/4,x,1,55,0
G♯4,0.5,3/4,B,1,55,0
E♯5,0.5,3/4,x,1,55,0
F♯5,2.0,3/4,x,1,56,0
0,0.5,3/4,.,1,24,1
G♯5,0.5,3/4,x,1,24,1
G♯5,1.5,3/4,x,1,25,1
E♯5,0.5,3/4,x,1,25,1
F♯5,0.5,3/4,x,1,25,1
G♯5,0.5,3/4,x,1,25,1
C♯5,0.5,3/4,x,1,26,1
E♯5,0.5,3/4,x,1,26,1
G♯5,0.5,3/4,x,1,26,1
D5,0.5,3/4,x,1,26,1
C♯5,0.5,3/4,x,1,26,1
B4,0.5,3/4,x,1,26,1
A♯4,0.5,3/4,x,1,27,1
C♯5,0.5,3/4,x,1,27,1
E5,0.5,3/4,x,1,27,1
G5,0.5,3/4,x,1,27,1
F♯5,0.5,3/4,x,1,27,1
E5,0.5,3/4,x,1,27,1
D5,0.5,3/4,x,1,28,1
B4,0.5,3/4,x,1,28,1
E5,0.5,3/4,x,1,28,1
G4,0.5,3/4,B,1,28,1
F♯5,0.5,3/4,x,1,28,1
D4,0.5,3/4,B,1,28,1
G5,0.5,3/4,x,1,29,1
E4,0.5,3/4,B,1,29,1
F♯4,0.5,3/4,B,1,29,1
D5,0.5,3/4,x,1,29,1
C♯5,0.5,3/4,x,1,29,1
A♯5,0.5,3/4,x,1,29,1
B4,1.0,3/4,x,1,30,1
0,0.5,3/4,.,1,30,1
C♯5,0.5,3/4,x,1,30,1
D5,0.5,3/4,x,1,30,1
C♯5,0.5,3/4,x,1,30,1
B♯4,0.5,3/4,x,1,31,1
D♯5,0.5,3/4,x,1,31,1
F♯5,0.5,3/4,x,1,31,1
A5,0.5,3/4,x,1,31,1
G♯5,0.5,3/4,x,1,31,1
F♯5,0.5,3/4,x,1,31,1
E5,0.5,3/4,u,1,32,1
C♯5,0.5,3/4,b,1,32,1
F♯5,0.5,3/4,u,1,32,1
A4,0.5,3/4,b,1,32,1
G♯5,0.5,3/4,u,1,32,1
E4,0.5,3/4,B,1,32,1
A5,0.5,3/4,u,1,33,1
F♯4,0.5,3/4,B,1,33,1
G♯4,0.5,3/4,B,1,33,1
E5,0.5,3/4,m,1,33,1
D♯5,0.5,3/4,m,1,33,1
A5,0.5,3/4,u,1,33,1
G♯5,0.5,3/4,u,1,34,1
F♯4,0.5,3/4,B,1,34,1
E4,0.5,3/4,B,1,34,1
B♯4,0.5,3/4,t,1,34,1
C♯5,0.5,3/4,m,1,34,1
G♯5,0.5,3/4,u,1,34,1
A5,0.5,3/4,u,1,35,1
F♯4,0.5,3/4,B,1,35,1
G♯4,0.5,3/4,B,1,35,1
E5,0.5,3/4,m,1,35,1
D♯5,0.5,3/4,m,1,35,1
A5,0.5,3/4,u,1,35,1
G♯5,0.5,3/4,u,1,36,1
F♯4,0.5,3/4,B,1,36,1
E4,0.5,3/4,B,1,36,1
B♯4,0.5,3/4,t,1,36,1
C♯5,0.5,3/4,m,1,36,1
G♯5,0.5,3/4,u,1,36,1
A5,0.5,3/4,u,1,37,1
F♯5,0.5,3/4,m,1,37,1
B♯5,0.5,3/4,u,1,37,1
G♯5,0.5,3/4,m,1,37,1
C♯6,0.5,3/4,u,1,37,1
E5,0.5,3/4,m,1,37,1
D♯6,0.5,3/4,u,1,38,1
B♯4,0.5,3/4,x,1,38,1
C♯5,0.5,3/4,x,1,38,1
D♯5,0.5,3/4,x,1,38,1
G♯4,0.5,3/4,B,1,38,1
G♯5,0.5,3/4,x,1,38,1
E5,0.5,3/4,x,1,39,1
C♯5,0.5,3/4,x,1,39,1
F♯4,0.5,3/4,B,1,39,1
F♯5,0.5,3/4,x,1,39,1
G♯4,0.5,3/4,B,1,39,1
D♯5,0.5,3/4,x,1,39,1
C♯5,0.25,3/4,x,1,40,1
B♯4,0.25,3/4,x,1,40,1
C♯5,0.5,3/4,x,1,40,1
0,0.5,3/4,.,1,40,1
E5,0.5,3/4,x,1,40,1
G♯4,0.5,3/4,x,1,40,1
B4,0.5,3/4,x,1,40,1
A♯4,0.5,3/4,B,1,41,1
C♯5,0.5,3/4,B,1,41,1
F♯4,0.5,3/4,B,1,41,1
G5,0.5,3/4,m,1,41,1
F♯5,0.5,3/4,m,1,41,1
C♯6,0.5,3/4,u,1,41,1
D6,0.5,3/4,u,1,42,1
A♯5,0.5,3/4,m,1,42,1
B5,0.5,3/4,m,1,42,1
B4,0.5,3/4,B,1,42,1
F♯4,0.5,3/4,B,1,42,1
A4,0.5,3/4,B,1,42,1
G♯4,0.5,3/4,B,1,43,1
B4,0.5,3/4,B,1,43,1
E4,0.5,3/4,B,1,43,1
F♯5,0.5,3/4,m,1,43,1
E5,0.5,3/4,m,1,43,1
D6,0.5,3/4,u,1,43,1
C♯6,0.5,3/4,u,1,44,1
G♯5,0.5,3/4,m,1,44,1
A5,0.5,3/4,m,1,44,1
A4,0.5,3/4,B,1,44,1
C♯5,0.5,3/4,B,1,44,1
A4,0.5,3/4,B,1,44,1
B4,0.5,3/4,B,1,45,1
A5,0.5,3/4,x,1,45,1
G♯5,0.5,3/4,x,1,45,1
E♯5,0.5,3/4,x,1,45,1
F♯5,0.5,3/4,x,1,45,1
G♯5,0.5,3/4,x,1,45,1
E♯5,2.0,3/4,x,1,46,1
0,0.5,3/4,.,1,46,1
F♯5,0.5,3/4,x,1,46,1
F♯5,1.5,3/4,x,1,47,1
C♯5,0.5,3/4,x,1,47,1
A4,0.5,3/4,x,1,47,1
C♯5,0.5,3/4,x,1,47,1
F♯4,0.5,3/4,x,1,48,1
A4,0.5,3/4,x,1,48,1
C♯5,0.5,3/4,x,1,48,1
F♯5,0.5,3/4,x,1,48,1
A5,0.5,3/4,x,1,48,1
F♯5,0.5,3/4,x,1,48,1
B4,0.5,3/4,x,1,49,1
D5,0.5,3/4,x,1,49,1
F♯5,0.5,3/4,x,1,49,1
B5,0.5,3/4,x,1,49,1
D6,0.5,3/4,x,1,49,1
B5,0.5,3/4,x,1,49,1
E♯4,0.5,3/4,x,1,50,1
G♯4,0.5,3/4,x,1,50,1
C♯5,0.5,3/4,x,1,50,1
E♯5,0.5,3/4,x,1,50,1
G♯5,0.5,3/4,x,1,50,1
B4,0.5,3/4,x,1,50,1
A4,0.5,3/4,x,1,51,1
F♯5,0.5,3/4,x,1,51,1
G♯4,0.5,3/4,x,1,51,1
F♯5,0.5,3/4,x,1,51,1
C♯5,0.5,3/4,x,1,51,1
E♯5,0.5,3/4,x,1,51,1
D4,0.5,3/4,B,1,52,1
E♯5,0.5,3/4,x,1,52,1
F♯5,0.5,3/4,x,1,52,1
C♯5,0.5,3/4,x,1,52,1
D5,0.5,3/4,x,1,52,1
A♯4,0.5,3/4,x,1,52,1
B4,0.5,3/4,B,1,53,1
A♯5,0.5,3/4,x,1,53,1
B5,0.5,3/4,x,1,53,1
G♯5,0.5,3/4,x,1,53,1
A5,0.5,3/4,x,1,53,1
F♯5,0.5,3/4,x,1,53,1
C♯5,0.5,3/4,x,1,54,1
B♯5,0.5,3/4,x,1,54,1
C♯6,0.5,3/4,x,1,54,1
D6,0.5,3/4,x,1,54,1
E♯5,0.5,3/4,x,1,54,1
C♯6,0.5,3/4,x,1,54,1
A5,0.5,3/4,x,1,55,1
F♯5,0.5,3/4,x,1,55,1
C♯5,0.5,3/4,x,1,55,1
F♯5,0.5,3/4,x,1,55,1
G♯4,0.5,3/4,B,1,55,1
E♯5,0.5,3/4,x,1,55,1
F♯5,2.0,3/4,x,1,56,1
0,0.0,0,.,x,x,.
C♯5,1.0,4/4,x,2,57,0
C♯5,1.0,4/4,x,2,57,0
F♯4,1.0,4/4,u,2,58,0
F♯4,1.0,4/4,u,2,58,0
D5,1.0,4/4,u,2,58,0
D5,1.0,4/4,u,2,58,0
C♯5,2.0,4/4,u,2,59,0
F♯5,1.0,4/4,u,2,59,0
A4,1.0,4/4,u,2,59,0
B4,1.0,4/4,u,2,60,0
G♯5,1.0,4/4,u,2,60,0
C♯5,1.0,4/4,u,2,60,0
G♯5,1.0,4/4,u,2,60,0
A5,1.0,4/4,u,2,61,0
F♯4,1.0,4/4,x,2,61,0
F♯5,1.0,4/4,x,2,61,0
F♯5,0.5,4/4,x,2,61,0
E5,0.5,4/4,x,2,61,0
D♯5,1.0,4/4,x,2,62,0
F♯5,1.0,4/4,x,2,62,0
B4,1.0,4/4,x,2,62,0
D♯5,1.0,4/4,x,2,62,0
E4,2.0,4/4,x,2,63,0
G♯5,1.0,4/4,x,2,63,0
G♯5,0.5,4/4,x,2,63,0
F♯5,0.5,4/4,x,2,63,0
E♯5,1.0,4/4,x,2,64,0
G♯5,1.0,4/4,x,2,64,0
C♯5,1.0,4/4,x,2,64,0
E♯5,1.0,4/4,x,2,64,0
F♯4,2.0,4/4,x,2,65,0
F♯5,1.0,4/4,x,2,65,0
F♯5,1.0,4/4,x,2,65,0
C♯5,1.0,4/4,u,2,66,0
C♯5,1.0,4/4,u,2,66,0
A5,1.0,4/4,u,2,66,0
A5,1.0,4/4,u,2,66,0
G♯5,2.0,4/4,u,2,67,0
C♯6,1.0,4/4,u,2,67,0
E5,1.0,4/4,u,2,67,0
F♯5,1.0,4/4,u,2,68,0
D♯6,1.0,4/4,u,2,68,0
G♯5,1.0,4/4,u,2,68,0
D♯6,1.0,4/4,u,2,68,0
E6,1.0,4/4,u,2,69,0
E5,1.0,4/4,x,2,69,0
A5,1.0,4/4,x,2,69,0
G♯5,1.0,4/4,x,2,69,0
F♯♯5,1.0,4/4,x,2,70,0
G♯5,1.0,4/4,x,2,70,0
D5,1.0,4/4,x,2,70,0
C♯5,1.0,4/4,x,2,70,0
B♯4,2.0,4/4,x,2,71,0
G♯5,1.0,4/4,x,2,71,0
F♯5,1.0,4/4,x,2,71,0
E♯5,1.0,4/4,x,2,72,0
F♯5,1.0,4/4,x,2,72,0
C♯5,1.0,4/4,x,2,72,0
B4,1.0,4/4,x,2,72,0
A♯4,2.0,4/4,x,2,73,0
F♯5,1.0,4/4,x,2,73,0
E5,1.0,4/4,x,2,73,0
D♯5,1.0,4/4,x,2,74,0
E5,1.0,4/4,x,2,74,0
B4,1.0,4/4,x,2,74,0
A4,1.0,4/4,x,2,74,0
G♯4,2.0,4/4,x,2,75,0
E5,1.0,4/4,x,2,75,0
E5,1.0,4/4,x,2,75,0
A4,1.0,4/4,u,2,76,0
A4,1.0,4/4,u,2,76,0
F♯5,1.0,4/4,u,2,76,0
F♯5,1.0,4/4,u,2,76,0
E5,2.0,4/4,u,2,77,0
A5,1.0,4/4,u,2,77,0
C♯5,1.0,4/4,u,2,77,0
D5,1.0,4/4,u,2,78,0
